ds,Hisse_Kodu,y
2024-05-28,BIMAS.IS,229.3185577392578
2024-05-29,BIMAS.IS,227.05747985839844
2024-05-30,BIMAS.IS,225.98648071289062
2024-05-31,BIMAS.IS,228.4855194091797
2024-06-03,BIMAS.IS,236.4586944580078
2024-06-04,BIMAS.IS,234.19764709472656
2024-06-05,BIMAS.IS,239.9097900390625
2024-06-06,BIMAS.IS,238.24374389648438
2024-06-07,BIMAS.IS,234.91168212890625
2024-06-10,BIMAS.IS,231.34161376953125
2024-06-11,BIMAS.IS,237.29173278808594
2024-06-12,BIMAS.IS,232.5316162109375
2024-06-13,BIMAS.IS,250.38206481933594
2024-06-14,BIMAS.IS,263.234375
2024-06-20,BIMAS.IS,271.0885314941406
2024-06-21,BIMAS.IS,273.2306213378906
2024-06-24,BIMAS.IS,266.8044738769531
2024-06-25,BIMAS.IS,271.5645751953125
2024-06-26,BIMAS.IS,266.32843017578125
2024-06-27,BIMAS.IS,266.32843017578125
2024-06-28,BIMAS.IS,259.42626953125
2024-07-01,BIMAS.IS,263.7103576660156
2024-07-02,BIMAS.IS,263.94842529296875
2024-07-03,BIMAS.IS,261.80633544921875
2024-07-04,BIMAS.IS,259.664306640625
2024-07-05,BIMAS.IS,263.4723815917969
2024-07-08,BIMAS.IS,265.8524169921875
2024-07-09,BIMAS.IS,263.7103576660156
2024-07-10,BIMAS.IS,258.4742431640625
2024-07-11,BIMAS.IS,271.3265380859375
2024-07-12,BIMAS.IS,275.3726501464844
2024-07-16,BIMAS.IS,278.7047119140625
2024-07-17,BIMAS.IS,284.67523193359375
2024-07-18,BIMAS.IS,291.3623046875
2024-07-19,BIMAS.IS,293.5116882324219
2024-07-22,BIMAS.IS,293.9893493652344
2024-07-23,BIMAS.IS,293.7505187988281
2024-07-24,BIMAS.IS,298.2881164550781
2024-07-25,BIMAS.IS,292.7951965332031
2024-07-26,BIMAS.IS,292.556396484375
2024-07-29,BIMAS.IS,286.10821533203125
2024-07-30,BIMAS.IS,293.9893493652344
2024-07-31,BIMAS.IS,298.7657775878906
2024-08-01,BIMAS.IS,292.31756591796875
2024-08-02,BIMAS.IS,280.8541564941406
2024-08-05,BIMAS.IS,266.2860412597656
2024-08-06,BIMAS.IS,269.8683776855469
2024-08-07,BIMAS.IS,266.52490234375
2024-08-08,BIMAS.IS,260.5543212890625
2024-08-09,BIMAS.IS,269.6295166015625
2024-08-12,BIMAS.IS,268.6742248535156
2024-08-13,BIMAS.IS,272.4953918457031
2024-08-14,BIMAS.IS,271.3013000488281
2024-08-15,BIMAS.IS,273.21185302734375
2024-08-16,BIMAS.IS,265.5695495605469
2024-08-19,BIMAS.IS,273.92828369140625
2024-08-20,BIMAS.IS,268.4353942871094
2024-08-21,BIMAS.IS,265.5695495605469
2024-08-22,BIMAS.IS,268.4353942871094
2024-08-23,BIMAS.IS,260.7931213378906
2024-08-26,BIMAS.IS,257.6884460449219
2024-08-27,BIMAS.IS,264.6142578125
2024-08-28,BIMAS.IS,264.3754577636719
2024-08-29,BIMAS.IS,257.9272766113281
2024-09-02,BIMAS.IS,268.6742248535156
2024-09-03,BIMAS.IS,268.1966247558594
2024-09-04,BIMAS.IS,266.2860412597656
2024-09-05,BIMAS.IS,261.5096435546875
2024-09-06,BIMAS.IS,261.5096435546875
2024-09-09,BIMAS.IS,261.9872131347656
2024-09-10,BIMAS.IS,267.4801330566406
2024-09-11,BIMAS.IS,268.6742248535156
2024-09-12,BIMAS.IS,266.2860412597656
2024-09-13,BIMAS.IS,271.06243896484375
2024-09-16,BIMAS.IS,271.3013000488281
2024-09-17,BIMAS.IS,285.3917541503906
2024-09-18,BIMAS.IS,293.9893493652344
2024-09-19,BIMAS.IS,291.12347412109375
2024-09-20,BIMAS.IS,272.2565612792969
2024-09-23,BIMAS.IS,279.42120361328125
2024-09-24,BIMAS.IS,277.2718200683594
2024-09-25,BIMAS.IS,267.7189636230469
2024-09-26,BIMAS.IS,257.2107849121094
2024-09-27,BIMAS.IS,237.8662567138672
2024-09-30,BIMAS.IS,237.03036499023438
2024-10-01,BIMAS.IS,230.9404296875
2024-10-02,BIMAS.IS,224.43846130371094
2024-10-03,BIMAS.IS,229.9771728515625
2024-10-04,BIMAS.IS,231.66287231445312
2024-10-07,BIMAS.IS,222.7527618408203
2024-10-08,BIMAS.IS,232.866943359375
2024-10-09,BIMAS.IS,233.58938598632812
2024-10-10,BIMAS.IS,223.59561157226562
2024-10-11,BIMAS.IS,224.43846130371094
2024-10-14,BIMAS.IS,225.52212524414062
2024-10-15,BIMAS.IS,225.28131103515625
2024-10-16,BIMAS.IS,227.32823181152344
2024-10-17,BIMAS.IS,226.48538208007812
2024-10-18,BIMAS.IS,222.03033447265625
2024-10-21,BIMAS.IS,214.6855010986328
2024-10-22,BIMAS.IS,221.7895050048828
2024-10-23,BIMAS.IS,217.45484924316406
2024-10-24,BIMAS.IS,229.01394653320312
2024-10-25,BIMAS.IS,228.8935089111328
2024-10-28,BIMAS.IS,227.689453125
2024-10-30,BIMAS.IS,234.3118133544922
2024-10-31,BIMAS.IS,224.6792755126953
2024-11-01,BIMAS.IS,223.9568328857422
2024-11-04,BIMAS.IS,222.7527618408203
2024-11-05,BIMAS.IS,221.54869079589844
2024-11-06,BIMAS.IS,237.2015838623047
2024-11-07,BIMAS.IS,235.1546630859375
2024-11-08,BIMAS.IS,237.6832275390625
2024-11-11,BIMAS.IS,236.47915649414062
2024-11-12,BIMAS.IS,226.8466033935547
2024-11-13,BIMAS.IS,227.08740234375
2024-11-14,BIMAS.IS,228.8935089111328
2024-11-15,BIMAS.IS,224.43846130371094
2024-11-18,BIMAS.IS,221.4282989501953
2024-11-19,BIMAS.IS,220.34461975097656
